"CONCEPTO";"PRED NET SALES";"SALES TO DATE";"NUMBER OF ORDERS";"AVERAGE ORDER";"UNITS PER ORDER";"RFACTOR";"CAMPDIA";"CAMP";"DAYS";"DATES";"SALES_TODAY";"ORDERS_TODAY";"DAYBEFORE";"Añocamp";"Orders";"GrossSales"
"0 1.BRANCH CURR-CAMP";2050000,00;1379153,00;23958,00;57,57;38,00;1,49;"CAMP10  DAY07 26/12/13";"CAMP10";"DAY07";26/12/2013 0:00:00;177593,00;3049,00;"DAY06";201410;;
"0 1.BRANCH OFF-SCHED";850000,00;509068,00;798,00;637,93;278,00;1,67;"CAMP10  DAY06 23/12/13";"CAMP10";"DAY06";23/12/2013 0:00:00;62090,00;42,00;"DAY05";201410;;
"0 1.BRANCH CURR-CAMP";2050000,00;1201560,00;20909,00;57,47;38,00;1,71;"CAMP10  DAY06 23/12/13";"CAMP10";"DAY06";23/12/2013 0:00:00;179641,00;3105,00;"DAY05";201410;;
"0 1.BRANCH CURR-CAMP";2050000,00;1021919,00;17804,00;57,40;38,00;2,01;"CAMP10  DAY05 20/12/13";"CAMP10";"DAY05";20/12/2013 0:00:00;168499,00;2953,00;"DAY04";201410;;
"0 1.BRANCH OFF-SCHED";850000,00;446978,00;756,00;591,24;256,00;1,90;"CAMP10  DAY05 20/12/13";"CAMP10";"DAY05";20/12/2013 0:00:00;58879,00;63,00;"DAY04";201410;;
"0 1.BRANCH OFF-SCHED";850000,00;388099,00;693,00;560,03;243,00;2,19;"CAMP10  DAY04 19/12/13";"CAMP10";"DAY04";19/12/2013 0:00:00;72858,00;76,00;"DAY03";201410;;
"0 1.BRANCH CURR-CAMP";2050000,00;853420,00;14851,00;57,47;38,00;2,40;"CAMP10  DAY04 19/12/13";"CAMP10";"DAY04";19/12/2013 0:00:00;194550,00;3679,00;"DAY03";201410;;
"0 1.BRANCH EST.-CAMP";2050000,00;19520,00;1,00;1,00;1,00;1,00;"CAMP10  DAY03 18/12/13";"CAMP10";"DAY03";18/12/2013 0:00:00;0,00;0,00;"DAY02";201410;;
"0 1.BRANCH OFF-SCHED";850000,00;315241,00;617,00;510,93;220,00;2,70;"CAMP10  DAY03 18/12/13";"CAMP10";"DAY03";18/12/2013 0:00:00;87417,00;113,00;"DAY02";201410;;
"0 1.BRANCH CURR-CAMP";2050000,00;658870,00;11172,00;58,98;39,00;3,11;"CAMP10  DAY03 18/12/13";"CAMP10";"DAY03";18/12/2013 0:00:00;205107,00;3592,00;"DAY02";201410;;
"0 1.BRANCH CURR-CAMP";2050000,00;453763,00;7580,00;59,86;39,00;4,52;"CAMP10  DAY02 17/12/13";"CAMP10";"DAY02";17/12/2013 0:00:00;243371,00;3953,00;"DAY01";201410;;
"0 1.BRANCH OFF-SCHED";850000,00;227824,00;504,00;452,03;195,00;3,73;"CAMP10  DAY02 17/12/13";"CAMP10";"DAY02";17/12/2013 0:00:00;108898,00;181,00;"DAY01";201410;;
"0 1.BRANCH CURR-CAMP";2050000,00;210392,00;3627,00;58,01;39,00;9,74;"CAMP10  DAY01 16/12/13";"CAMP10";"DAY01";16/12/2013 0:00:00;210392,00;3627,00;"DAY01";201410;;
"0 1.BRANCH OFF-SCHED";850000,00;118926,00;323,00;368,19;161,00;7,15;"CAMP10  DAY01 16/12/13";"CAMP10";"DAY01";16/12/2013 0:00:00;118926,00;323,00;"DAY01";201410;;
"0 1.BRANCH EST.-CAMP";2525000,00;429356,00;1,00;1,00;1,00;1,00;"CAMP09  DAY13 13/12/13";"CAMP09";"DAY13";13/12/2013 0:00:00;0,00;0,00;"DAY12";201409;1459,00;134819,00
"0 1.BRANCH OFF-SCHED";750000,00;715977,00;1015,00;705,40;287,00;1,05;"CAMP09  DAY13 13/12/13";"CAMP09";"DAY13";13/12/2013 0:00:00;12087,00;7,00;"DAY12";201409;1459,00;134819,00
"0 1.BRANCH CURR-CAMP";2525000,00;2455338,00;32785,00;74,89;47,00;1,03;"CAMP09  DAY13 13/12/13";"CAMP09";"DAY13";13/12/2013 0:00:00;83089,00;546,00;"DAY12";201409;1459,00;134819,00
"0 1.BRANCH OFF-SCHED";750000,00;703890,00;1008,00;698,30;283,00;1,07;"CAMP09  DAY12 12/12/13";"CAMP09";"DAY12";12/12/2013 0:00:00;23085,00;7,00;"DAY11";201409;1781,00;175164,00
"0 1.BRANCH CURR-CAMP";2525000,00;2372249,00;32239,00;73,58;46,00;1,06;"CAMP09  DAY12 12/12/13";"CAMP09";"DAY12";12/12/2013 0:00:00;124756,00;1284,00;"DAY11";201409;1781,00;175164,00
"0 1.BRANCH OFF-SCHED";750000,00;680805,00;1001,00;680,12;276,00;1,10;"CAMP09  DAY11 11/12/13";"CAMP09";"DAY11";11/12/2013 0:00:00;40222,00;19,00;"DAY10";201409;3145,00;335353,00
"0 1.BRANCH CURR-CAMP";2525000,00;2247493,00;30955,00;72,61;46,00;1,12;"CAMP09  DAY11 11/12/13";"CAMP09";"DAY11";11/12/2013 0:00:00;168168,00;2155,00;"DAY10";201409;3145,00;335353,00
"0 1.BRANCH OFF-SCHED";750000,00;640583,00;982,00;652,33;264,00;1,17;"CAMP09  DAY10 10/12/13";"CAMP09";"DAY10";10/12/2013 0:00:00;43104,00;13,00;"DAY09";201409;2582,00;263352,00
"0 1.BRANCH CURR-CAMP";2525000,00;2079325,00;28800,00;72,20;46,00;1,21;"CAMP09  DAY10 10/12/13";"CAMP09";"DAY10";10/12/2013 0:00:00;172056,00;2301,00;"DAY09";201409;2582,00;263352,00
"0 1.BRANCH CURR-CAMP";2525000,00;1907269,00;26499,00;71,98;46,00;1,32;"CAMP09  DAY09 09/12/13";"CAMP09";"DAY09";9/12/2013 0:00:00;229154,00;3033,00;"DAY08";201409;1927,00;195489,00
"0 1.BRANCH OFF-SCHED";750000,00;597479,00;969,00;616,59;251,00;1,26;"CAMP09  DAY09 09/12/13";"CAMP09";"DAY09";9/12/2013 0:00:00;57836,00;30,00;"DAY08";201409;1927,00;195489,00
"0 1.BRANCH OFF-SCHED";750000,00;539643,00;939,00;574,70;234,00;1,39;"CAMP09  DAY08 05/12/13";"CAMP09";"DAY08";5/12/2013 0:00:00;54895,00;51,00;"DAY07";201409;1412,00;135208,00
"0 1.BRANCH CURR-CAMP";2525000,00;1678115,00;23466,00;71,51;46,00;1,50;"CAMP09  DAY08 05/12/13";"CAMP09";"DAY08";5/12/2013 0:00:00;187020,00;2559,00;"DAY07";201409;1412,00;135208,00
"0 1.BRANCH OFF-SCHED";850000,00;484748,00;888,00;545,89;222,00;1,75;"CAMP09  DAY07 04/12/13";"CAMP09";"DAY07";4/12/2013 0:00:00;54774,00;54,00;"DAY06";201409;3680,00;396193,00
"0 1.BRANCH CURR-CAMP";2450000,00;1491095,00;20907,00;71,32;45,00;1,64;"CAMP09  DAY07 04/12/13";"CAMP09";"DAY07";4/12/2013 0:00:00;205454,00;3314,00;"DAY06";201409;3680,00;396193,00
"0 1.BRANCH CURR-CAMP";2450000,00;1285641,00;17593,00;73,08;46,00;1,91;"CAMP09  DAY06 03/12/13";"CAMP09";"DAY06";3/12/2013 0:00:00;250368,00;3414,00;"DAY05";201409;2752,00;274192,00
"0 1.BRANCH EST.-CAMP";750000,00;46296,00;1,00;1,00;1,00;1,00;"CAMP09  DAY06 03/12/13";"CAMP09";"DAY06";3/12/2013 0:00:00;0,00;0,00;"DAY05";201409;2752,00;274192,00
"0 1.BRANCH OFF-SCHED";850000,00;429974,00;834,00;515,56;209,00;1,98;"CAMP09  DAY06 03/12/13";"CAMP09";"DAY06";3/12/2013 0:00:00;63217,00;65,00;"DAY05";201409;2752,00;274192,00
"0 1.BRANCH OFF-SCHED";850000,00;366757,00;769,00;476,93;193,00;2,32;"CAMP09  DAY05 02/12/13";"CAMP09";"DAY05";2/12/2013 0:00:00;74515,00;77,00;"DAY04";201409;2611,00;264716,00
"0 1.BRANCH CURR-CAMP";2450000,00;1035273,00;14179,00;73,01;46,00;2,37;"CAMP09  DAY05 02/12/13";"CAMP09";"DAY05";2/12/2013 0:00:00;252867,00;3450,00;"DAY04";201409;2611,00;264716,00
"0 1.BRANCH OFF-SCHED";850000,00;292242,00;692,00;422,32;170,00;2,91;"CAMP09  DAY04 29/11/13";"CAMP09";"DAY04";29/11/2013 0:00:00;53686,00;70,00;"DAY03";201409;;
"0 1.BRANCH CURR-CAMP";2450000,00;782406,00;10729,00;72,92;46,00;3,13;"CAMP09  DAY04 29/11/13";"CAMP09";"DAY04";29/11/2013 0:00:00;162894,00;2371,00;"DAY03";201409;;
"0 1.BRANCH OFF-SCHED";850000,00;238556,00;622,00;383,53;155,00;3,56;"CAMP09  DAY03 28/11/13";"CAMP09";"DAY03";28/11/2013 0:00:00;74272,00;118,00;"DAY02";201409;2134,00;211213,00
"0 1.BRANCH CURR-CAMP";2350000,00;619512,00;8358,00;74,12;47,00;3,79;"CAMP09  DAY03 28/11/13";"CAMP09";"DAY03";28/11/2013 0:00:00;220230,00;2911,00;"DAY02";201409;2134,00;211213,00
"0 1.BRANCH OFF-SCHED";850000,00;164284,00;504,00;325,96;134,00;5,17;"CAMP09  DAY02 27/11/13";"CAMP09";"DAY02";27/11/2013 0:00:00;74890,00;134,00;"DAY01";201409;2433,00;280881,00
"0 1.BRANCH CURR-CAMP";2350000,00;399282,00;5447,00;73,30;46,00;5,89;"CAMP09  DAY02 27/11/13";"CAMP09";"DAY02";27/11/2013 0:00:00;201045,00;2804,00;"DAY01";201409;2433,00;280881,00
"0 1.BRANCH CURR-CAMP";2350000,00;198237,00;2643,00;75,00;47,00;11,85;"CAMP09  DAY01 26/11/13";"CAMP09";"DAY01";26/11/2013 0:00:00;198237,00;2643,00;"DAY01";201409;927,00;88243,00
"0 1.BRANCH OFF-SCHED";850000,00;89394,00;370,00;241,61;101,00;9,51;"CAMP09  DAY01 26/11/13";"CAMP09";"DAY01";26/11/2013 0:00:00;89394,00;370,00;"DAY01";201409;927,00;88243,00
"0 1.BRANCH CURR-CAMP";2150000,00;2128970,00;29407,00;72,40;44,00;1,01;"CAMP08  DAY13 25/11/13";"CAMP08";"DAY13";25/11/2013 0:00:00;96148,00;725,00;"DAY12";201408;1875,00;218995,00
"0 1.BRANCH EST.-CAMP";750000,00;334866,00;1,00;1,00;1,00;1,00;"CAMP08  DAY13 25/11/13";"CAMP08";"DAY13";25/11/2013 0:00:00;0,00;0,00;"DAY12";201408;1875,00;218995,00
"0 1.BRANCH OFF-SCHED";850000,00;846920,00;950,00;891,50;358,00;1,00;"CAMP08  DAY13 25/11/13";"CAMP08";"DAY13";25/11/2013 0:00:00;20769,00;7,00;"DAY12";201408;1875,00;218995,00
"0 1.BRANCH OFF-SCHED";850000,00;826151,00;943,00;876,09;351,00;1,03;"CAMP08  DAY12 22/11/13";"CAMP08";"DAY12";22/11/2013 0:00:00;29509,00;9,00;"DAY11";201408;1679,00;173810,00
"0 1.BRANCH CURR-CAMP";2150000,00;2032822,00;28682,00;70,87;44,00;1,06;"CAMP08  DAY12 22/11/13";"CAMP08";"DAY12";22/11/2013 0:00:00;85019,00;1154,00;"DAY11";201408;1679,00;173810,00
"0 1.BRANCH OFF-SCHED";850000,00;796642,00;934,00;852,94;343,00;1,07;"CAMP08  DAY11 21/11/13";"CAMP08";"DAY11";21/11/2013 0:00:00;53790,00;14,00;"DAY10";201408;2346,00;234801,00
"0 1.BRANCH CURR-CAMP";2150000,00;1947803,00;27528,00;70,76;44,00;1,10;"CAMP08  DAY11 21/11/13";"CAMP08";"DAY11";21/11/2013 0:00:00;142205,00;1871,00;"DAY10";201408;2346,00;234801,00
"0 1.BRANCH OFF-SCHED";850000,00;742852,00;920,00;807,45;326,00;1,14;"CAMP08  DAY10 20/11/13";"CAMP08";"DAY10";20/11/2013 0:00:00;57471,00;20,00;"DAY09";201408;3483,00;410790,00
"0 1.BRANCH CURR-CAMP";2150000,00;1805598,00;25657,00;70,37;44,00;1,19;"CAMP08  DAY10 20/11/13";"CAMP08";"DAY10";20/11/2013 0:00:00;156890,00;2183,00;"DAY09";201408;3483,00;410790,00
"0 1.BRANCH OFF-SCHED";850000,00;685381,00;900,00;761,53;309,00;1,24;"CAMP08  DAY09 19/11/13";"CAMP08";"DAY09";19/11/2013 0:00:00;71161,00;24,00;"DAY08";201408;2603,00;281668,00
"0 1.BRANCH CURR-CAMP";2150000,00;1648708,00;23474,00;70,24;44,00;1,30;"CAMP08  DAY09 19/11/13";"CAMP08";"DAY09";19/11/2013 0:00:00;202663,00;2700,00;"DAY08";201408;2603,00;281668,00
"0 1.BRANCH OFF-SCHED";850000,00;614220,00;876,00;701,16;286,00;1,38;"CAMP08  DAY08 18/11/13";"CAMP08";"DAY08";18/11/2013 0:00:00;81462,00;32,00;"DAY07";201408;2701,00;284997,00
"0 1.BRANCH CURR-CAMP";2150000,00;1446045,00;20774,00;69,61;44,00;1,49;"CAMP08  DAY08 18/11/13";"CAMP08";"DAY08";18/11/2013 0:00:00;227050,00;3134,00;"DAY07";201408;2701,00;284997,00
"0 1.BRANCH OFF-SCHED";775000,00;532758,00;844,00;631,23;258,00;1,45;"CAMP08  DAY07 15/11/13";"CAMP08";"DAY07";15/11/2013 0:00:00;61213,00;30,00;"DAY06";201408;2566,00;253901,00
"0 1.BRANCH CURR-CAMP";2200000,00;1218995,00;17640,00;69,10;43,00;1,80;"CAMP08  DAY07 15/11/13";"CAMP08";"DAY07";15/11/2013 0:00:00;143685,00;2180,00;"DAY06";201408;2566,00;253901,00
"0 1.BRANCH EST.-CAMP";775000,00;39432,00;1,00;1,00;1,00;1,00;"CAMP08  DAY06 14/11/13";"CAMP08";"DAY06";14/11/2013 0:00:00;0,00;0,00;"DAY05";201408;2557,00;260504,00
"0 1.BRANCH OFF-SCHED";775000,00;471545,00;814,00;579,29;238,00;1,64;"CAMP08  DAY06 14/11/13";"CAMP08";"DAY06";14/11/2013 0:00:00;71721,00;62,00;"DAY05";201408;2557,00;260504,00
"0 1.BRANCH CURR-CAMP";2200000,00;1075310,00;15460,00;69,55;43,00;2,05;"CAMP08  DAY06 14/11/13";"CAMP08";"DAY06";14/11/2013 0:00:00;172374,00;2573,00;"DAY05";201408;2557,00;260504,00
"0 1.BRANCH CURR-CAMP";2200000,00;902936,00;12887,00;70,07;43,00;2,44;"CAMP08  DAY05 13/11/13";"CAMP08";"DAY05";13/11/2013 0:00:00;178198,00;2583,00;"DAY04";201408;3614,00;412305,00
"0 1.BRANCH OFF-SCHED";775000,00;399824,00;752,00;531,68;220,00;1,94;"CAMP08  DAY05 13/11/13";"CAMP08";"DAY05";13/11/2013 0:00:00;68408,00;66,00;"DAY04";201408;3614,00;412305,00
"0 1.BRANCH OFF-SCHED";775000,00;331416,00;686,00;483,11;200,00;2,34;"CAMP08  DAY04 12/11/13";"CAMP08";"DAY04";12/11/2013 0:00:00;86361,00;94,00;"DAY03";201408;2354,00;248253,00
"0 1.BRANCH CURR-CAMP";2200000,00;724738,00;10304,00;70,34;43,00;3,04;"CAMP08  DAY04 12/11/13";"CAMP08";"DAY04";12/11/2013 0:00:00;229501,00;3113,00;"DAY03";201408;2354,00;248253,00
"0 1.BRANCH OFF-SCHED";775000,00;245055,00;592,00;413,95;174,00;3,16;"CAMP08  DAY03 11/11/13";"CAMP08";"DAY03";11/11/2013 0:00:00;91860,00;108,00;"DAY02";201408;2493,00;260790,00
"0 1.BRANCH CURR-CAMP";2200000,00;495237,00;7191,00;68,87;43,00;4,44;"CAMP08  DAY03 11/11/13";"CAMP08";"DAY03";11/11/2013 0:00:00;227763,00;3159,00;"DAY02";201408;2493,00;260790,00
"0 1.BRANCH OFF-SCHED";775000,00;153195,00;484,00;316,52;137,00;5,06;"CAMP08  DAY02 08/11/13";"CAMP08";"DAY02";8/11/2013 0:00:00;67728,00;139,00;"DAY01";201408;1287,00;129182,00
"0 1.BRANCH CURR-CAMP";2200000,00;267474,00;4032,00;66,34;42,00;8,23;"CAMP08  DAY02 08/11/13";"CAMP08";"DAY02";8/11/2013 0:00:00;134151,00;2090,00;"DAY01";201408;1287,00;129182,00
"0 1.BRANCH OFF-SCHED";775000,00;85467,00;345,00;247,73;114,00;9,07;"CAMP08  DAY01 07/11/13";"CAMP08";"DAY01";7/11/2013 0:00:00;85467,00;345,00;"DAY01";201408;1420,00;140382,00
"0 1.BRANCH CURR-CAMP";2200000,00;133323,00;1942,00;68,65;43,00;16,00;"CAMP08  DAY01 07/11/13";"CAMP08";"DAY01";7/11/2013 0:00:00;133323,00;1942,00;"DAY01";201408;1420,00;140382,00
"0 1.BRANCH CURR-CAMP";2075000,00;2031943,00;27785,00;73,13;45,00;1,02;"CAMP07  DAY13 06/11/13";"CAMP07";"DAY13";6/11/2013 0:00:00;78273,00;618,00;"DAY12";201407;1772,00;199959,00
"0 1.BRANCH OFF-SCHED";800000,00;779028,00;843,00;924,11;436,00;1,03;"CAMP07  DAY13 06/11/13";"CAMP07";"DAY13";6/11/2013 0:00:00;16309,00;8,00;"DAY12";201407;1772,00;199959,00
"0 1.BRANCH EST.-CAMP";800000,00;313217,00;1,00;1,00;1,00;1,00;"CAMP07  DAY13 06/11/13";"CAMP07";"DAY13";6/11/2013 0:00:00;0,00;0,00;"DAY12";201407;1772,00;199959,00
"0 1.BRANCH CURR-CAMP";2075000,00;1953670,00;27167,00;71,91;45,00;1,06;"CAMP07  DAY12 05/11/13";"CAMP07";"DAY12";5/11/2013 0:00:00;109506,00;1249,00;"DAY11";201407;1806,00;176099,00
"0 1.BRANCH OFF-SCHED";800000,00;762719,00;835,00;913,44;431,00;1,05;"CAMP07  DAY12 05/11/13";"CAMP07";"DAY12";5/11/2013 0:00:00;32133,00;18,00;"DAY11";201407;1806,00;176099,00
"0 1.BRANCH OFF-SCHED";800000,00;730586,00;817,00;894,23;422,00;1,10;"CAMP07  DAY11 04/11/13";"CAMP07";"DAY11";4/11/2013 0:00:00;51210,00;19,00;"DAY10";201407;2254,00;220260,00
"0 1.BRANCH CURR-CAMP";2075000,00;1844164,00;25918,00;71,15;45,00;1,13;"CAMP07  DAY11 04/11/13";"CAMP07";"DAY11";4/11/2013 0:00:00;156134,00;2019,00;"DAY10";201407;2254,00;220260,00
"0 1.BRANCH OFF-SCHED";750000,00;679376,00;798,00;851,35;403,00;1,10;"CAMP07  DAY10 31/10/13";"CAMP07";"DAY10";31/10/2013 0:00:00;47725,00;30,00;"DAY09";201407;2247,00;226233,00
"0 1.BRANCH CURR-CAMP";2075000,00;1688030,00;23899,00;70,63;44,00;1,23;"CAMP07  DAY10 31/10/13";"CAMP07";"DAY10";31/10/2013 0:00:00;133980,00;1884,00;"DAY09";201407;2247,00;226233,00
"0 1.BRANCH OFF-SCHED";750000,00;631651,00;768,00;822,46;390,00;1,19;"CAMP07  DAY09 30/10/13";"CAMP07";"DAY09";30/10/2013 0:00:00;59079,00;30,00;"DAY08";201407;3381,00;377703,00
"0 1.BRANCH CURR-CAMP";2075000,00;1554050,00;22015,00;70,59;44,00;1,34;"CAMP07  DAY09 30/10/13";"CAMP07";"DAY09";30/10/2013 0:00:00;156695,00;2207,00;"DAY08";201407;3381,00;377703,00
"0 1.BRANCH OFF-SCHED";750000,00;572572,00;738,00;775,84;369,00;1,31;"CAMP07  DAY08 29/10/13";"CAMP07";"DAY08";29/10/2013 0:00:00;67976,00;43,00;"DAY07";201407;2436,00;240546,00
"0 1.BRANCH CURR-CAMP";2075000,00;1397355,00;19808,00;70,55;44,00;1,48;"CAMP07  DAY08 29/10/13";"CAMP07";"DAY08";29/10/2013 0:00:00;196173,00;2588,00;"DAY07";201407;2436,00;240546,00
"0 1.BRANCH CURR-CAMP";2075000,00;1201182,00;17220,00;69,76;44,00;1,73;"CAMP07  DAY07 28/10/13";"CAMP07";"DAY07";28/10/2013 0:00:00;215193,00;17205,00;"DAY06";201407;2458,00;242651,00
"0 1.BRANCH OFF-SCHED";750000,00;504596,00;695,00;726,04;348,00;1,49;"CAMP07  DAY07 28/10/13";"CAMP07";"DAY07";28/10/2013 0:00:00;76837,00;42,00;"DAY06";201407;2458,00;242651,00
"0 1.BRANCH EST.-CAMP";2200000,00;39652,00;1,00;1,00;1,00;1,00;"CAMP07  DAY06 25/10/13";"CAMP07";"DAY06";25/10/2013 0:00:00;0,00;0,00;"DAY05";201407;2481,00;248260,00
"0 1.BRANCH OFF-SCHED";750000,00;427759,00;653,00;655,07;315,00;1,75;"CAMP07  DAY06 25/10/13";"CAMP07";"DAY06";25/10/2013 0:00:00;63869,00;60,00;"DAY05";201407;2481,00;248260,00
"0 1.BRANCH CURR-CAMP";2200000,00;985989,00;14,20;69,41;44,00;2,23;"CAMP07  DAY06 25/10/13";"CAMP07";"DAY06";25/10/2013 0:00:00;136961,00;-12105,00;"DAY05";201407;2481,00;248260,00
"0 1.BRANCH OFF-SCHED";750000,00;363890,00;593,00;613,64;297,00;2,06;"CAMP07  DAY05 24/10/13";"CAMP07";"DAY05";24/10/2013 0:00:00;64836,00;51,00;"DAY04";201407;1875,00;196836,00
"0 1.BRANCH CURR-CAMP";2200000,00;849028,00;12120,00;70,05;44,00;2,59;"CAMP07  DAY05 24/10/13";"CAMP07";"DAY05";24/10/2013 0:00:00;160849,00;2329,00;"DAY04";201407;1875,00;196836,00
"0 1.BRANCH CURR-CAMP";2200000,00;688179,00;9791,00;70,29;44,00;3,20;"CAMP07  DAY04 23/10/13";"CAMP07";"DAY04";23/10/2013 0:00:00;172035,00;2476,00;"DAY03";201407;3410,00;385501,00
"0 1.BRANCH OFF-SCHED";750000,00;299054,00;542,00;551,76;269,00;2,51;"CAMP07  DAY04 23/10/13";"CAMP07";"DAY04";23/10/2013 0:00:00;70034,00;81,00;"DAY03";201407;3410,00;385501,00
"0 1.BRANCH OFF-SCHED";750000,00;229020,00;461,00;496,79;243,00;3,27;"CAMP07  DAY03 22/10/13";"CAMP07";"DAY03";22/10/2013 0:00:00;83584,00;118,00;"DAY02";201407;2400,00;239674,00
"0 1.BRANCH CURR-CAMP";2200000,00;516144,00;7315,00;70,56;44,00;4,26;"CAMP07  DAY03 22/10/13";"CAMP07";"DAY03";22/10/2013 0:00:00;206866,00;2819,00;"DAY02";201407;2400,00;239674,00
"0 1.BRANCH OFF-SCHED";750000,00;145436,00;343,00;424,01;209,00;5,16;"CAMP07  DAY02 21/10/13";"CAMP07";"DAY02";21/10/2013 0:00:00;86649,00;120,00;"DAY01";201407;2547,00;254678,00
"0 1.BRANCH CURR-CAMP";2200000,00;309278,00;4496,00;68,79;43,00;7,11;"CAMP07  DAY02 21/10/13";"CAMP07";"DAY02";21/10/2013 0:00:00;205163,00;2935,00;"DAY01";201407;2547,00;254678,00
"0 1.BRANCH OFF-SCHED";750000,00;58787,00;223,00;263,62;138,00;11,00;"CAMP07  DAY01 18/10/13";"CAMP07";"DAY01";18/10/2013 0:00:00;58787,00;223,00;"DAY01";201407;1410,00;135396,00
"0 1.BRANCH CURR-CAMP";2200000,00;104115,00;1561,00;66,70;43,00;16,00;"CAMP07  DAY01 18/10/13";"CAMP07";"DAY01";18/10/2013 0:00:00;104115,00;1561,00;"DAY01";201407;1410,00;135396,00
"0 1.BRANCH EST.-CAMP";725000,00;299811,00;1,00;1,00;1,00;1,00;"CAMP06  DAY13 17/10/13";"CAMP06";"DAY13";17/10/2013 0:00:00;0,00;0,00;"DAY12";201406;1225,00;114663,00
"0 1.BRANCH OFF-SCHED";725000,00;703726,00;532,00;;597,00;1,03;"CAMP06  DAY13 17/10/13";"CAMP06";"DAY13";17/10/2013 0:00:00;16358,00;3,00;"DAY12";201406;1225,00;114663,00
"0 1.BRANCH CURR-CAMP";2200000,00;2134988,00;30336,00;70,38;48,00;1,03;"CAMP06  DAY13 17/10/13";"CAMP06";"DAY13";17/10/2013 0:00:00;76366,00;618,00;"DAY12";201406;1225,00;114663,00
"0 1.BRANCH OFF-SCHED";725000,00;687368,00;529,00;;586,00;1,05;"CAMP06  DAY12 16/10/13";"CAMP06";"DAY12";16/10/2013 0:00:00;23840,00;8,00;"DAY11";201406;2394,00;268231,00
"0 1.BRANCH CURR-CAMP";2200000,00;2058622,00;29718,00;69,27;47,00;1,07;"CAMP06  DAY12 16/10/13";"CAMP06";"DAY12";16/10/2013 0:00:00;92015,00;1169,00;"DAY11";201406;2394,00;268231,00
"0 1.BRANCH CURR-CAMP";2200000,00;1966607,00;28549,00;68,89;47,00;1,12;"CAMP06  DAY11 15/10/13";"CAMP06";"DAY11";15/10/2013 0:00:00;140595,00;1865,00;"DAY10";201406;2155,00;213243,00
"0 1.BRANCH OFF-SCHED";725000,00;663528,00;521,00;;574,00;1,09;"CAMP06  DAY11 15/10/13";"CAMP06";"DAY11";15/10/2013 0:00:00;41312,00;10,00;"DAY10";201406;2155,00;213243,00
"0 1.BRANCH OFF-SCHED";725000,00;622216,00;511,00;;549,00;1,17;"CAMP06  DAY10 14/10/13";"CAMP06";"DAY10";14/10/2013 0:00:00;54157,00;18,00;"DAY09";201406;2389,00;237934,00
"0 1.BRANCH CURR-CAMP";2200000,00;1826012,00;26684,00;68,43;47,00;1,20;"CAMP06  DAY10 14/10/13";"CAMP06";"DAY10";14/10/2013 0:00:00;176650,00;2520,00;"DAY09";201406;2389,00;237934,00
"0 1.BRANCH OFF-SCHED";725000,00;568059,00;493,00;;521,00;1,28;"CAMP06  DAY09 11/10/13";"CAMP06";"DAY09";11/10/2013 0:00:00;41579,00;12,00;"DAY08";201406;2447,00;242518,00
"0 1.BRANCH CURR-CAMP";2200000,00;1649362,00;24164,00;68,26;47,00;1,33;"CAMP06  DAY09 11/10/13";"CAMP06";"DAY09";11/10/2013 0:00:00;133096,00;2030,00;"DAY08";201406;2447,00;242518,00
"0 1.BRANCH CURR-CAMP";2200000,00;1516266,00;22134,00;68,50;47,00;1,45;"CAMP06  DAY08 10/10/13";"CAMP06";"DAY08";10/10/2013 0:00:00;237730,00;3530,00;"DAY07";201406;680,00;64570,00
"0 1.BRANCH OFF-SCHED";725000,00;526480,00;481,00;;496,00;1,38;"CAMP06  DAY08 10/10/13";"CAMP06";"DAY08";10/10/2013 0:00:00;75192,00;31,00;"DAY07";201406;680,00;64570,00
"0 1.BRANCH CURR-CAMP";2100000,00;1278536,00;18604,00;68,72;47,00;1,64;"CAMP06  DAY07 08/10/13";"CAMP06";"DAY07";8/10/2013 0:00:00;169508,00;2425,00;"DAY06";201406;3481,00;384644,00
"0 1.BRANCH OFF-SCHED";650000,00;451288,00;450,00;;456,00;1,44;"CAMP06  DAY07 08/10/13";"CAMP06";"DAY07";8/10/2013 0:00:00;52362,00;32,00;"DAY06";201406;3481,00;384644,00
"0 1.BRANCH EST.-CAMP";2100000,00;50519,00;1,00;1,00;1,00;1,00;"CAMP06  DAY07 08/10/13";"CAMP06";"DAY07";8/10/2013 0:00:00;0,00;0,00;"DAY06";201406;3481,00;384644,00
"0 1.BRANCH OFF-SCHED";650000,00;398926,00;418,00;954,37;435,00;1,63;"CAMP06  DAY06 07/10/13";"CAMP06";"DAY06";7/10/2013 0:00:00;81322,00;27,00;"DAY05";201406;2492,00;241371,00
"0 1.BRANCH CURR-CAMP";2100000,00;1109028,00;16179,00;68,55;47,00;1,89;"CAMP06  DAY06 07/10/13";"CAMP06";"DAY06";7/10/2013 0:00:00;260367,00;3634,00;"DAY05";201406;2492,00;241371,00
"0 1.BRANCH OFF-SCHED";650000,00;317604,00;391,00;812,29;371,00;2,05;"CAMP06  DAY05 04/10/13";"CAMP06";"DAY05";4/10/2013 0:00:00;53792,00;22,00;"DAY04";201406;2056,00;204430,00
"0 1.BRANCH CURR-CAMP";2100000,00;848661,00;12545,00;67,65;47,00;2,47;"CAMP06  DAY05 04/10/13";"CAMP06";"DAY05";4/10/2013 0:00:00;167574,00;2577,00;"DAY04";201406;2056,00;204430,00
